@relation 'Caracteristicas-weka.filters.unsupervised.attribute.Reorder-R2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,1-weka.filters.unsupervised.attribute.Remove-R3-10,12-13,16-17,22-weka.filters.unsupervised.instance.Resample-S1-Z70.0-no-replacement-V'

@attribute Rectangularity1 numeric
@attribute Rectangularity2 numeric
@attribute 'Amount of Skin' numeric
@attribute Perimeter numeric
@attribute Compactness1 numeric
@attribute Size1 numeric
@attribute Size2 numeric
@attribute Polygonfillrate numeric
@attribute Skinfillrate numeric
@attribute Clasificacion {Pornografico,NoPornografico}

@data
0.286676,0.505798,71.835525,2267.38391,0.065539,8.728027,2.967773,33.361488,15.152344,NoPornografico
0.414398,0.681878,0.930858,3845.21147,0.066254,25.375814,4.126465,62.761126,36.95638,Pornografico
0.546103,0.520937,1.067457,5908.380085,0.060076,54.325846,13.450033,72.843898,70.871745,Pornografico
0.486917,0.620327,0.88905,3683.311975,0.072539,25.492839,6.675781,60.025139,38.564453,Pornografico
0.626581,0.633899,98.394592,2973.613491,0.067849,15.541178,0.397461,75.110941,15.410156,NoPornografico
0.549529,0.552401,56.591835,4612.483548,0.060325,33.245768,21.533203,56.498216,55.868815,NoPornografico
0.416177,0.477514,0.676524,3161.662264,0.073507,19.034017,7.907552,53.503482,38.923503,Pornografico
0.977073,0.375565,2.189795,2967.972655,0.426632,97.3514,9.869954,76.497387,77.609375,Pornografico
0.348762,0.314825,0.813048,4882.102956,0.039497,24.38623,1.384766,49.830823,31.299805,Pornografico
0.363009,0.675655,0.837274,4670.179074,0.049812,28.143229,1.268392,51.483979,30.510742,Pornografico
0.513714,0.646728,0.464164,3467.647978,0.080406,25.04541,3.108724,66.718535,35.04069,Pornografico
0.601338,0.512657,0.567918,3282.039897,0.079402,22.155762,2.32666,64.338818,24.935221,Pornografico
